,introduction,announcement,announcement cdrom contain letter employee tobyhanna army depot support fprac recommendation consolidate fws wage area lie within gs locality pay area,announcement response may 11 2012 memorandum fprac chairman colonel jam p ross new boston air force station support 2010 afge proposal,review minute 575th meeting,total employment eastern tennessee wage area county,list fws wage area few 500 employee,review criterion define appropriate fund wage area,discussion survey issuesconcern fprac chairman memorandum member survey issue work group,special wage schedule pay practice federal wage system lock dam employee,definition south bendmishawaka inmi metropolitan statistical area,letter american federation government employee date june 6 2011 request fprac review proposal redefine monroe county pa scrantonwilkesbarre pa wage area new york ny wage area,definition hickorylenoirmorganton nc metropolitan statistical area,definition youngstownwarrenboardman ohpa metropolitan statistical area,proposal fprac review federal wage system appropriate fund nonappropriate fund operating manual
"It is a very nominal amount of money, and even actually on a few of the scales, the way they cross over, it's probably no change.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"But, obviously, Charlotte is the larger metropolitan area.",0.021437146287086265,0.021437146287086265,0.13240590353788573,0.021437146287086265,0.021437146287086265,0.0710810640045492,0.0710810640045492,0.0710810640045492,0.021437146287086265,0.021437146287086265,0.29854046881910656,0.13240590353788573,0.29854046881910656,0.29854046881910656,0.021437146287086265
Everything hubs around Charlotte.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All of these counties pretty much go that way.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"You have Interstate 77, Interstate 40, and Interstate 85, and that's how you travel through North Carolina.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asheville is much farther to the west.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As part of our working group, at our last working group meeting, we as a group decided to take a look county by county within each MSA, look at the regulatory criteria for each county.",437.5711786666666,437.5711786666666,3938.140607999999,437.5711786666666,3938.1406079999992,54696.39733333336,437.5711786666666,437.5711786666666,318989.3892479998,437.5711786666666,437.5711786666666,54696.39733333336,437.5711786666666,437.5711786666666,437.5711786666666
So what I would recommend is we continue to discuss this one --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"-- in the working group and take a look at each individual country and see if that shows us a different picture compared with the current analysis, which just looks at the core county for the MSA and looks at the regulatory criteria in that regard.",3.4799999999999995,3.4799999999999995,3.4799999999999995,3.4799999999999995,3.4799999999999995,17.400000000000002,3.4799999999999995,3.4799999999999995,31.319999999999997,3.4799999999999995,3.4799999999999995,17.400000000000002,3.4799999999999995,3.4799999999999995,3.4799999999999995
"Just to be clear, you are offering a counter proposal to move the entire MSA into the Charlotte wage area?",0.001278706971510409,0.001278706971510409,0.026481180707577143,0.005370569280343717,0.001278706971510409,0.014216212800909836,0.014216212800909836,0.014216212800909836,0.001278706971510409,0.008098477486232589,0.004239923116060829,0.21008403361344533,0.004239923116060829,0.004239923116060829,0.01800720288115246
Correct.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We are.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I assume there's not consensus to do that.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We'd at least want to discuss it amongst ourselves first.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So shall we leave it in the working group for the time being?,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,29.0,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223
"Actually, in North Carolina, you used to survey textile plants and things like that, and not all of them exist anymore.",1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,48.33333333333335,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331
They're all gone.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
That's the sad part.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"In most of those areas, there is really no one to survey anymore.",1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,48.33333333333335,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331
Kind of a sad state of affairs.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"So, shortly after this meeting, we're going to have a working group meeting where I think our main agenda item is this whole MSA issue.",64.68047553726565,64.68047553726565,64.68047553726565,64.68047553726565,5239.118518518518,64.68047553726565,64.68047553726565,64.68047553726565,14553.10699588478,64.68047553726565,64.68047553726565,64.68047553726565,64.68047553726565,64.68047553726565,64.68047553726565
The current regulation does not allow split MSAs except in very unusual circumstances  we might want to consider alternatives for that current regulation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So that brings up Item (a) under New Business which is the 575-AFGE 1 --,1.0799999999999998,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998
"-- proposal that FPRAC should review, the Federal Wage System appropriated fund and non- appropriated fund Operating Manuals, which I think is a very good suggestion.",0.003354433376407793,0.003354433376407793,0.04123979856877816,0.05165827399668002,0.012938528737572915,0.01124721779148495,0.01124721779148495,0.7652606985326361,0.012299589046828577,0.5311186179312343,0.003354433376407793,1.2619378362046114,0.003354433376407793,0.003354433376407793,20460.09506493506
Did you folks want to speak on that a little bit?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We were thinking that might be something that could be taken up initially in the working group as well.,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,29.0,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223
"I think that -- you know, we've discussed this informally.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I get a lot of inquiries from our locals having to do with the legal status of the Operating Manual.,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,841.0
It seems to be the case that it's followed in some places and not followed in others.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Some of our locals have thought about incorporating it into their collective bargaining agreements, because it does seem to be ignored, to the detriment of employees in numerous circumstances.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"You know, some of the provisions of the Operating Manual, where very important issues are addressed, should possibly have FPRAC consideration to sort of elevate them to the status of regulation, because the Operating Manual seems to have this extremely vague legal status.",18.709228461192552,18.709228461192552,68.60050435770601,68.60050435770601,18.709228461192552,18.709228461192552,18.709228461192552,18.709228461192552,68.60050435770601,18.709228461192552,18.709228461192552,68.60050435770601,18.709228461192552,18.709228461192552,450087.90909090906
Is there also any issue of whether the Operating Manuals are up to date and complete or not?,6.727999999999999,6.727999999999999,33.64,6.727999999999999,6.727999999999999,6.727999999999999,6.727999999999999,6.727999999999999,168.20000000000002,6.727999999999999,6.727999999999999,33.64,6.727999999999999,6.727999999999999,60.551999999999985
"I think that they might not be, and, in particular, what I'm thinking about are circumstances in prisons.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I think that in the time since the Operating Manual has been prepared, inmates are performing a lot of the work previously performed by Federal employees, and the Federal employees in the prisons are effectively supervising inmates performing all of this work.",125.73884444444441,125.73884444444441,125.73884444444441,125.73884444444441,125.73884444444441,125.73884444444441,125.73884444444441,125.73884444444441,10184.846399999999,3143.471111111112,125.73884444444441,125.73884444444441,125.73884444444441,125.73884444444441,254621.16000000006
It's kind of murky when they try to make reference to the operating manual for how it would be applied to corrections officers who are supervising inmates performing some of this work.,33.45541838134431,33.45541838134431,33.45541838134431,33.45541838134431,33.45541838134431,33.45541838134431,33.45541838134431,33.45541838134431,301.0987654320988,33.45541838134431,33.45541838134431,33.45541838134431,33.45541838134431,33.45541838134431,2709.888888888889
Any discussion on this side of the table?,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,29.0,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223
I can speak to that.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The OPM Operating Manual is for the Federal Wage System, which covered the appropriated fund employees in one manual and non-appropriated fund employees in a separate manual.",4.463391333190118,4.463391333190118,14.965488587755106,4.463391333190118,4.463391333190118,14.965488587755106,14.965488587755106,263.991218688,4.463391333190118,706.7036277551024,4.463391333190118,28.268145110204085,4.463391333190118,4.463391333190118,334113886.15200007
"The precursor to these Operating Manuals was the Federal Personnel Manual (FPM), Supplements 532-1 and 532-2.",11.213333333333333,11.213333333333333,11.213333333333333,11.213333333333333,11.213333333333333,11.213333333333333,11.213333333333333,11.213333333333333,11.213333333333333,56.06666666666668,11.213333333333333,11.213333333333333,11.213333333333333,11.213333333333333,4541.400000000001
FPRAC recommended back in the mid- 1990s when the Federal Personnel Manual was abolished that OPM keep the information that was contained in those two FPM supplements as Operating Manuals.,1.9461157024793394,1.9461157024793394,7.135757575757576,7.135757575757576,1.9461157024793394,1.9461157024793394,1.9461157024793394,1.9461157024793394,7.135757575757576,9.730578512396697,1.9461157024793394,7.135757575757576,1.9461157024793394,1.9461157024793394,2889.981818181818
"They don't have the same sort of legal status as the old Federal Personnel Manual did, but they are OPM's guidance on how things should operate.",3.4799999999999995,3.4799999999999995,3.4799999999999995,3.4799999999999995,3.4799999999999995,3.4799999999999995,3.4799999999999995,3.4799999999999995,3.4799999999999995,17.400000000000002,3.4799999999999995,3.4799999999999995,3.4799999999999995,3.4799999999999995,156.60000000000002
A lot of the things contained in the Operating Manuals were put into regulation.,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,29.0
A number of the detailed descriptions of policies that were in the FPM are not in the current regulations because we were limited in how much language we could put into regulation back when we were putting things into regulation to cover the Federal Wage System.,0.06957473684210526,0.06957473684210526,0.2332799999999999,0.06957473684210526,0.06957473684210526,0.2332799999999999,0.2332799999999999,0.2332799999999999,0.06957473684210526,11.016000000000002,0.06957473684210526,0.44063999999999987,0.06957473684210526,0.06957473684210526,5.832000000000001
The Operating Manuals are not necessarily static documents.,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,29.0
"If FPRAC decides to make recommendations to change or update some of the language in the operating manuals, OPM can do that, but, on the other hand, it might make more sense, depending on what we are looking at, just to make it a regulation.",0.5592286501377411,0.5592286501377411,2.0505050505050506,2.0505050505050506,0.5592286501377411,0.5592286501377411,0.5592286501377411,0.5592286501377411,2.0505050505050506,0.5592286501377411,0.5592286501377411,2.0505050505050506,0.5592286501377411,0.5592286501377411,18.454545454545453
That's why we raised it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I do have a question.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sure.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I'm just curious.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When you said earlier in some places, stuff is not being followed, and other places it is, can you -- I'm just curious.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can you give us some examples of what's going on?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What comes to mind in particular, again, most of my examples are regarding the Bureau of Prisons.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"An individual warden has a tremendous amount of discretion about whether or not somebody is eligible for hazard pay, depending on the warden's opinion of the circumstances that might warrant or not warrant hazard pay.",1.1663999999999997,1.1663999999999997,29.160000000000004,1.1663999999999997,1.1663999999999997,1.1663999999999997,1.1663999999999997,1.1663999999999997,1.1663999999999997,29.160000000000004,1.1663999999999997,1.1663999999999997,1.1663999999999997,1.1663999999999997,1.1663999999999997
There's pay for exposure to very cold environments.,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998
"Again, there are inconsistencies among prisons about whether or not somebody who's exposed to a meat locker for a whole shift, entitles somebody to cold circumstances or cold environment pay.",1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998
Sometimes it's not applied.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"There are other situations where people are loading and unloading munitions, which probably occurs in DoD, too, but I hear about it in the prisons.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"That's considered a hazard in some locations, other locations it is not.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So some people are getting hazard pay; other people are not.,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998
So has it been looked at as to whether or not the problem is not in compliance with regulation?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What does the regulation say in regard to those categories?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I think the details of the circumstances that warrant this premium pay are laid out in the operating manual and laid out in less detail in the regulation, and, of course, our collective bargaining agreements incorporate law and regulation, but they don't incorporate the operating manual.",116.42485596707819,116.42485596707819,582.1242798353911,116.42485596707819,116.42485596707819,116.42485596707819,116.42485596707819,116.42485596707819,116.42485596707819,582.1242798353911,116.42485596707819,116.42485596707819,116.42485596707819,116.42485596707819,763863.4799999999
"Anyway, that's an example that comes to mind.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So working in a prison doesn't entitle you to hazard pay?,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998
"You get 20-year retirement, and if you're a blue collar, you get wage supervisor pay as some compensation for the hazards of prison employment, but, of course, it's inadequate, given the genuine hazards.",0.20757894736842106,0.20757894736842106,3.4800000000000004,0.20757894736842106,0.20757894736842106,6.2639999999999985,0.6959999999999998,0.6959999999999998,0.20757894736842106,6.573333333333333,0.20757894736842106,1.3146666666666664,0.20757894736842106,0.20757894736842106,0.6959999999999998
"Plus, there's overcrowding, which makes it even worse.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We should all be thankful we don't --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Work in a prison.,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,29.0,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223
I'm sorry.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
You were saying something?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I think it's a good idea to take a look at that issue in the working group.,6.229629629629629,6.229629629629629,6.229629629629629,6.229629629629629,6.229629629629629,6.229629629629629,6.229629629629629,6.229629629629629,1401.6666666666672,6.229629629629629,6.229629629629629,6.229629629629629,6.229629629629629,6.229629629629629,6.229629629629629
Let's take a look at the -- we can compare the information that's contained in the CFR regarding EDP.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Well, I don't want to have it be exclusively hazard pay or premium pay.",1.1663999999999997,1.1663999999999997,29.160000000000004,1.1663999999999997,1.1663999999999997,1.1663999999999997,1.1663999999999997,1.1663999999999997,1.1663999999999997,29.160000000000004,1.1663999999999997,1.1663999999999997,1.1663999999999997,1.1663999999999997,1.1663999999999997
I think there are other issues as well.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
If I could just note quickly.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So another thing I found interesting about this idea of looking at the manuals is that a lot of this stuff that I put in this kind of laundry list for the working group are actually things that would be addressed as we go through the manuals.,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,93.44444444444444,10.382716049382717,93.44444444444444,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717,10.382716049382717
All survey issues and so forth would be things that we would come to in the manuals.,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,48.33333333333335,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331,1.9333333333333331
"Anyway, so unless there's some objection, why don't we initially at least start looking at these manuals in our working group.",3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,29.0,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223
"And I don't hear an objection, so that's what we'll do, right?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
And then is there any other New Business that we need to address today?,1.0799999999999998,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,1.0799999999999998,5.4,1.0799999999999998,1.0799999999999998,1.0799999999999998
"And if not, is there any objection to adjourning?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I don't hear an objection, so we're adjourned, and we will convene in about 10 minutes in the Small Pendleton Room for our working group.",3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,29.0,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223
